nombre_entidad;anio;Instituciones;Infraestructura;Adopción TIC;Sostenibilidad ambiental;Salud;Educación básica y media;Educación superior y capacitación;Entorno para los negocios;Mercado laboral;Sistema financiero;Tamaño del mercado;Sofisticación y diversificación;Innovación
LETICIA;2022;4.145998837174264;4.267127124819713;0.7292011967902056;6.570244098483479;3.899485174980735;4.101654648968566;1.9630123017522982;4.539060898008056;6.252363244304867;1.6372934193166495;0.9309538891289737;0.0;2.5637735504322294
LETICIA;2023;3.746516092530863;4.293271409052279;1.031316552962573;5.720782875496678;4.681214063714063;4.110110607367204;2.779057114399333;4.510343329298672;6.020047773723858;1.707460149558796;1.2094227088340175;0.0;2.260496570233655
LETICIA;2024;4.07385775169822;3.649952333266699;0.9435139583897574;5.533420782851902;3.6374770231142146;4.140545903893244;2.57531020495298;3.4260180828234787;5.813176774343392;1.5939983203478327;1.3118231872401862;0.0;2.720433944847218
LETICIA;2025;5.771913647661673;3.5616573582791866;1.9850308180888796;5.6848298991364565;4.791243920915871;3.9948103691370784;2.9292528075082402;4.786138066330027;6.205179670808127;1.9210471677524044;1.2193790047346162;0.5926304361351525;1.7487823302744943
MANIZALES AM;2019;4.994994328121293;5.505718224045642;5.942042001146495;4.163385484160575;7.243144469726902;6.902063460525783;4.991188069306795;5.757648189946617;7.213624995088393;3.334220338745225;5.321708058496655;7.686861036394016;4.117419290239848
MANIZALES AM;2020;5.012325189740075;5.380943317723311;5.707527482573569;4.163385484160575;6.622120330889045;6.919304798178989;5.028752176290551;5.527732329706377;6.924628516676123;3.4414145850727804;5.301972836766061;7.793320629397473;4.9662545535967775
MANIZALES AM;2021;5.088504443204212;4.902443183483;5.80635521187777;3.987883965975966;6.9806202043314745;6.962066221507594;5.498935309943249;5.71312981239899;5.536667903307787;3.520921613318016;5.3558341471957664;7.699268320550087;5.753300565653523
MANIZALES AM;2022;5.167863512316821;5.01425645233068;6.213592706034559;4.150079164275567;5.541682878742057;6.720318667322491;5.228389322355259;5.712312239440429;7.053712300400875;3.8417943987450176;5.364199963436711;7.90392609457699;5.825449960991701
MANIZALES AM;2023;5.543194553677649;4.8089938771196135;6.587820084737848;4.1658802082404565;6.695032159045043;6.96962304643332;5.505501203368903;6.033129940972914;7.5234186218673855;4.251162018902241;6.121208516393661;8.076161884876933;5.824449262678071
MANIZALES AM;2024;5.565422386104075;4.501599902410876;6.64869228165363;4.0367495905891735;6.9681974222170275;6.929178866138911;5.690426612415101;5.847442357487616;7.604343930689184;4.280936425482849;5.975222965660611;8.886036444258709;5.312758140324391
